Rating,Description,Pros,Cons,Author Info,Resignation Reason
5,Great potential,"Great growth potential, awesome new hires, huge possible stock upside",It will be hard to justify comp if you do not believe in stock upside,"Verified User Current Employee  E*****  Software Engineer - Sep 3, 2020  ",
5,amazing opportunity,"amazing learning experience , positive environment great future cool people ",na no con really I have nothing negative to say,"Verified User Current Employee  p*****  Engineer I - Sep 1, 2020  ",
5,Great place,"Many opportunities for personal growth, people are living for the vision.","Bad people stay for too long, US is always considered first.","Verified User Current Employee  y*******  Software Engineer - Aug 28, 2020  ",
5,Great engineers and people,Work is often cross functional and engineers on teams I've worked with are all just fun and professional people to work with.,Executives is getting more shut out and less open as company grows. Used to be very available to the company but now all hands seem more scripted.,"Verified User Current Employee  G*****  Software Engineer - Aug 23, 2020  ",
5,big upside,the potential is unlimited if you believe in crypto and the future,it has a long way to go to build out all the crypto products,"Verified User Current Employee  n*********  Software Engineer - Aug 12, 2020  ",
4,To the moon!,"really exciting space, A+ talent, startup feel in a large company","comp a bit lower than peer set. if you dont believe in stock upside, its not for you","Verified User Current Employee  s*****  Product Manager - Aug 10, 2020  ",
5,Great company culture and work-life balance,- Super smart people and good culture- Great work-life balance- Competitive pay- In an exciting industry,Constant regulatory pressures and risks take a toll on you if you're in a role that contributes to regugaltory compliance.The volatility and uncertainty of the crypo space is also worrisome since being at a great company won't matter if the industry its in fails.,"Verified User Current Employee  u*******  Finance - Aug 10, 2020  ",
3,Good overall culture,"Seems like the leadership cares about employees, fast growing company, stable balance sheet","Confusing career ladder, directions changed constantly, lack of experience in financial field","Verified User Current Employee  C*****  Engineer - Aug 10, 2020  ",
4,Long road to travel ahead,Market leader in bringing cryptoeconomy to mainstream.profitableexcellent culturelot's of learning opportunities.,Growth track needs overhauling. Comp is Ok heavily dependent on options.,"Verified User Current Employee  t*****  Software Engineer - Aug 10, 2020  ",
2,Success in spite of itself,crypto is promising and coinbase in a good position to capitalize on itsenior leaders with pedigree are joining,"management is a mess. lots of politics esp at more senior management levels. favorites all aroundeng leaders are poor, weak engineering as a result","Verified User Current Employee  a*******  Engineer - Aug 10, 2020  ",
5,Interesting challenges with strong talent,"- amazing, smart people to work with- cutting edge tech and problems- interesting work- strong leadership",- bureaucratic at times- lots of reorgs - base is ok but growth of your equity matters a lot,"Verified User Current Employee  u*****  Software Engineer - Aug 9, 2020  ",
5,Great Company,"market leader in cryptoa lot of excellent engineering, product, legal people combined in one company",comp is based heavily on growth of your equity package,"Verified User Current Employee  n*****  Software Developer - Aug 9, 2020  ",
4,Lots of potential,- work on cutting edge tech- doing very well financially- fully remote company,"weak and inexperienced engineering leadership for the core retail/consumer product, resulting in questionable technical decisions that ICs don't agree with and avoidable downtime ","Verified User Current Employee  w*****  Software Engineer - Aug 8, 2020  ",
4,"Good learning environment, bad TC",High volume environment combined with competent and helpful people in senior roles make for a great learning environment.,"As seen around Blind, TC is on the low side for most positions/levels.","Verified User Current Employee  V*****  Software Engineer - Jul 10, 2020  ",
4,Good company,"Meals, happy hours, and social events. Diverse teams. Great mission.",Very fast development cycle made very hard to leave much room for fixing bugs.,"Verified User Current Employee  9*********  Customer Support - Jun 22, 2020  ",
5,Amazing leadership,Transparent and caring leadership. Lots of talented colleagues.,The company's hypergrowth caused some minor growing pains that are not even worth to be discussed here.,"Verified User Current Employee  w*****  Operations Systems Engineer - Jun 22, 2020  ",
1,High performing employees are leaving,SF bay area average perks. Smart and nice people.,Low job security. Average tenure at Coinbase is less than 15 months and there are some good reasons for it.,"Verified User Current Employee  1******  Software Engineer - Jun 22, 2020  ",
4,Stable job but hard to grow,Company provides very nice work environment and the office is located in downtown SF.,It's a start-up company and projects are not challenging for engineers.,"Verified User Current Employee  1****  Software Engineer - Jun 22, 2020  ",
